customer_id,total_spent,total_orders,last_purchase,recency,avg_order_value
00012a2ce6f8dcda20d059ce98491703,1950.58,1,2017-11-14 16:08:26,287,1950.58
000161a058600d5901f007fab4c27140,1145.97,1,2017-07-16 09:40:32,409,1145.97
0001fd6190edaaf884bcaf3d49edf079,3322.14,1,2017-02-28 11:06:43,547,3322.14
0002414f95344307404f0ace7a26f1d5,3048.95,1,2017-08-16 13:09:20,378,3048.95
000379cdec625522490c315e70c7a9fb,1819.17,1,2018-04-02 13:42:17,149,1819.17
0004164d20a9e969af783496f3408652,1220.6,1,2017-04-12 08:35:12,504,1220.6
000419c5494106c306a97b5635748086,839.8,1,2018-03-02 17:47:40,179,839.8
00046a560d407e99b969756e0b10f282,2832.03,1,2017-12-18 11:08:30,254,2832.03
00050bf6e01e69d5c0fd612f1bcfb69c,1448.91,1,2017-09-17 16:04:44,345,1448.91
0005aefbb696d34b3424dccd0a0e9fd0,2504.61,1,2018-06-20 09:46:53,70,2504.61
00062b33cb9f6fe976afdcff967ea74d,1002.1500000000001,1,2017-03-15 23:44:09,531,1002.1500000000001
00066ccbe787a588c52bd5ff404590e3,4590.0,1,2018-02-06 16:10:09,203,4590.0
00072d033fe2e59061ae5c3aff1a2be5,1818.49,1,2017-09-01 09:24:39,362,1818.49
0009a69b72033b2d0ec8c69fc70ef768,2951.2,1,2017-04-28 13:36:30,488,2951.2
000bf8121c3412d3057d32371c5d3395,774.52,1,2017-10-11 07:44:31,322,774.52
000e943451fc2788ca6ac98a682f2f49,1805.91,1,2017-04-20 19:37:14,495,1805.91
000f17e290c26b28549908a04cfe36c1,2371.84,1,2017-11-10 16:37:05,291,2371.84
000fd45d6fedae68fc6676036610f879,1135.77,1,2018-04-15 15:55:01,135,1135.77
0010068a73b7c56da5758c3f9e5c7375,932.11,1,2017-04-11 18:19:55,504,932.11
001028b78fd413e19704b3867c369d3a,639.37,1,2018-04-12 12:51:28,139,639.37
00104a47c29da701ce41ee52077587d9,1705.78,1,2018-01-14 20:28:56,226,1705.78
001051abfcfdbed9f87b4266213a5df1,1108.4,1,2018-05-30 09:19:31,91,1108.4
00114026c1b7b52ab1773f317ef4880b,1122.17,1,2017-06-01 19:44:44,453,1122.17
001226b2341ef620415ce7bbafcfac28,808.01,1,2017-09-29 01:15:08,334,808.01
0013280441d86a4f7a8006efdaf1b0fe,2756.55,1,2018-01-08 02:35:36,233,2756.55
0013cd8e350a7cc76873441e431dd5ee,1574.1999999999998,1,2018-05-07 23:25:09,113,1574.1999999999998
001450ebb4a77efb3d68be5f7887cb1e,1042.61,1,2018-02-26 08:35:13,184,1042.61
00146ad30454993879adaa91c518f68c,3770.43,1,2018-01-08 20:40:57,232,3770.43
00155f0530cc7b2bf73cc3f81cb01c52,692.75,1,2017-05-14 23:55:13,471,692.75
0015bc9fd2d5395446143e8b215d7c75,2247.23,1,2018-06-11 19:48:34,78,2247.23
0015f7887e2fde13ddaa7b8e385af919,3174.58,1,2017-07-31 11:05:46,394,3174.58
0017a0b4c1f1bdb9c395fa0ac517109c,850.17,1,2018-03-03 18:44:01,178,850.17
0018c09f333634ca9c80d9ff46e43e9c,966.79,1,2018-07-01 18:07:57,58,966.79
0018f7fde63ca77254dbc47f4ea358b2,871.59,1,2017-09-26 14:01:47,337,871.59
0019c9aaad15b043c48f0a1180f22ce8,1918.11,1,2018-03-06 00:26:58,176,1918.11
001a57041f56400917a187dd74e6cbc1,913.24,1,2018-01-17 21:22:51,223,913.24
001b4e9b73aa98a6276b241bfd496822,1408.79,1,2018-04-07 02:12:51,144,1408.79
001c7f05398c45b42eee0d5a77783bca,372.98,1,2018-04-12 13:41:07,139,372.98
001df1ee5c36767aa607001ab1a13a06,728.62,1,2018-08-05 23:14:45,23,728.62
001f150aebb5d897f2059b0460c38449,2141.49,1,2018-05-09 12:06:04,112,2141.49
001f35d9f262c558fd065346fbf5801d,791.01,1,2018-01-25 17:33:55,215,791.01
001f6f1a5e902ad14e1f709a7215de11,592.62,1,2017-02-07 20:32:13,567,592.62
002236c4f333bc8df6a5939749eb7869,1187.28,1,2018-01-22 20:16:33,218,1187.28
002408f390f729598bbac1ef9421c6ae,4386.17,1,2018-01-10 17:01:34,230,4386.17
002450e9ea44cb90b8a07ba0b197e149,680.0,1,2017-08-16 09:07:13,378,680.0
002554bdf9eb99618d8189c3a89fdd52,4149.360000000001,1,2018-08-13 17:59:25,15,4149.360000000001
0026955706fd4e2fa997f3f4c18d485a,2072.3,1,2018-08-20 11:23:45,9,2072.3
002834b4d901534f48d9e9a72047b288,3640.3799999999997,1,2017-10-08 17:38:00,324,3640.3799999999997
0028ff36263a86bf679df7c863a0a0ba,1273.98,1,2018-04-12 17:16:49,138,1273.98
002905287304e28c0218389269b4759b,538.9,1,2018-07-22 17:13:46,37,538.9
002937abdae13680e17dccd3868b4825,740.3499999999999,1,2017-11-24 20:26:39,277,740.3499999999999
002a10e899b62a460b0116e0b68697ad,1577.77,1,2018-05-05 18:33:24,115,1577.77
002b24cb2cd0c3e575040dbd278885e3,683.74,1,2018-05-21 23:17:32,99,683.74
002ce108ccf0356ef5c8b1dce3c0ae29,3155.2,1,2018-06-06 17:22:52,83,3155.2
002d358e2462f87678443706cbf2eb21,775.37,1,2018-01-31 17:53:18,209,775.37
002d597546b2cf44428232c9f237f873,2001.58,1,2018-07-22 09:29:19,38,2001.58
002ebb669a34b9e79c88efc755e95322,2270.69,1,2018-08-11 12:41:01,18,2270.69
002ef7e55600d44ead53f7c1644e5222,3383.34,1,2018-06-19 21:08:43,70,3383.34
002f067b028a3643ad3a0969c7a0f3dc,1833.28,1,2017-10-19 09:31:12,314,1833.28
002f90a6eb386bc43bc9ba200db31a89,2609.67,1,2017-06-15 23:59:20,439,2609.67
002fb8fc5ce64f8422fa2fe79986c783,1150.5600000000002,1,2017-11-26 23:15:12,275,1150.5600000000002
002ff70a5285669011090c077ef929af,1379.38,1,2018-08-05 13:19:28,24,1379.38
00302a0b99783c3d1d1e81c616e321e8,2711.16,1,2018-03-26 18:50:44,155,2711.16
0030aded3a67b29946a128ee8468388e,996.0300000000001,1,2017-11-23 21:18:14,278,996.0300000000001
0030fbb95fbe7e61f798a80edb01a8e9,456.45000000000005,1,2017-11-09 23:28:29,292,456.45000000000005
00314f95a054231742e3c5396b333b88,1008.7800000000001,1,2018-01-08 19:29:38,232,1008.7800000000001
003177b3eeca50af17750f53802c9a09,2274.77,1,2018-07-08 15:48:40,51,2274.77
0031c1062edf836ef7a7a7ea758b137b,1377.0,1,2017-03-01 20:00:23,545,1377.0
00330644cccc5db0276fa836976306fe,936.7,1,2017-10-30 17:48:07,302,936.7
00331de1659c7f4fb660c8810e6de3f5,4142.73,1,2017-12-18 14:54:52,254,4142.73
0033823ee55671ac5317d423291333c2,1351.16,1,2017-05-29 19:02:27,456,1351.16
0034f7933de3ead6bd9ba49afe95f119,1432.08,1,2018-04-06 09:25:10,145,1432.08
003536ce5e18f1d12b9bf76932f8a6b1,906.61,1,2017-10-16 19:17:54,316,906.61
0035b30e58c620fa2bd30275ddd4f7ef,1329.4,1,2018-04-08 18:56:27,142,1329.4
0036875772a8eeb391b8cd7226283fdd,1051.45,1,2018-01-21 22:49:14,219,1051.45
00380c010de38d578d02117f6d0b88e7,1089.6999999999998,1,2018-02-28 11:10:46,182,1089.6999999999998
0039b3e41ac6615814a0b44a8992bff5,588.0300000000001,1,2018-01-11 01:24:43,230,588.0300000000001
003a75d228dc67cb2918e40c2aacc4bf,1347.76,1,2017-10-19 12:07:22,314,1347.76
003b595c764773e20e0949b6fba7b1dc,432.82,1,2018-04-14 08:18:05,137,432.82
003bdf7fd8312f9d14a4b979f3747334,742.56,1,2017-11-28 15:39:53,273,742.56
003c7cadba4f182b9f22d7d5ea7a5003,2180.25,1,2018-04-19 11:58:57,132,2180.25
003cbe6a43560a8b6fd2c07531257c2d,471.75,1,2018-02-01 14:05:22,209,471.75
003e45472805afa1ee701d83284fa22b,520.2,1,2017-06-11 20:50:58,443,520.2
003eab528664e1bd677218ef4be086ac,1310.6999999999998,1,2017-04-03 19:20:39,512,1310.6999999999998
003ec17a1389fa302f3a0423dddd8650,302.09,1,2018-01-14 17:25:31,226,302.09
003f7d92ac63c512bb6584219806f8df,1443.47,1,2018-02-14 12:45:19,196,1443.47
0040a8417928d0d5abd5169cd7877181,3731.33,1,2018-06-27 17:38:07,62,3731.33
0040b00970e2139e8c43b647c0da5305,712.81,1,2017-01-26 23:10:07,579,712.81
0041d7b768cb115092fa0f5d55638d06,1382.4399999999998,1,2018-03-10 22:11:27,171,1382.4399999999998
00426311a53f3c052943c88b692a3be2,4652.22,1,2017-12-13 15:35:25,258,4652.22
0042d04ee8231b36dcb29aac213f5db4,568.99,1,2017-04-10 21:59:56,505,568.99
0043b0afd67fb3af74360d2893b9a530,1962.65,1,2017-11-15 21:06:10,286,1962.65
004440537b68545ca3c341d7279bc4c0,1666.68,1,2018-08-28 22:30:32,0,1666.68
00447b6bd39c4a0f6366b05948f9e2e3,5164.43,1,2018-06-25 15:05:27,64,5164.43
00459c4eb23e40414ca067d06fa303d4,1494.98,1,2018-05-07 15:18:18,113,1494.98
0045ac1c0957bc92e109f71e4941fa49,2591.99,1,2018-06-30 11:49:28,60,2591.99
00474d2582fd72663036795b7ab8cfc1,1850.28,1,2016-10-04 22:33:44,693,1850.28
004937d0f9d6ce15c2830c00c2f482e5,1205.47,1,2018-01-27 17:01:48,213,1205.47
00498d14e21c58ed2feb5d5feb4cd706,1816.79,1,2018-01-12 22:38:53,228,1816.79
004a2b3e8b026284407c620f4f01f686,2784.26,1,2018-04-18 22:19:28,132,2784.26
004d41e9bf012c669db1a257888d85a2,5223.08,1,2017-07-14 11:00:15,411,5223.08
004df18653e9438571e9d294776a5c5c,854.93,1,2018-06-04 15:54:53,85,854.93
004ee20df425002ed78553e1f50caa3e,555.73,1,2018-05-01 18:56:48,119,555.73
004f39eb181d53fa796fe82ce7a0cbd5,1682.49,1,2018-05-11 17:42:26,109,1682.49
00502500a53243e07961383bf1a6fa82,1222.64,1,2018-02-20 14:24:58,190,1222.64
005092c23e81812fbbe11fc6cf7e5316,748.0,1,2017-08-06 15:45:03,387,748.0
0050b4dd994efa94b2cd3210e4cecf32,2794.46,1,2017-07-11 08:20:00,414,2794.46
0050ee32fbb93383fb0d9e3d8ee89a07,2088.28,1,2018-07-23 14:33:11,37,2088.28
0051337a96842850e1ec728dd158f4b3,4045.83,1,2017-01-30 16:52:41,575,4045.83
00520034b873d2cdfe098fd0a634d03d,2761.6499999999996,1,2017-07-07 09:08:01,418,2761.6499999999996
0054556ea954a76ad6f9c4ba79d34a98,880.26,1,2017-08-08 23:46:22,385,880.26
005460bea0518c7354f01adf10012184,1264.97,1,2018-04-11 12:23:21,140,1264.97
0054f2f885ca69abcf4935c9506d7851,879.07,1,2017-03-31 00:01:44,516,879.07
005596395ca3acd0433fe7d6f95a028e,1020.0,1,2017-08-25 23:07:33,368,1020.0
0055e9b290953716739bd94a256a4144,1007.93,1,2017-07-09 15:53:59,415,1007.93
0056a2580b5c68cfa6b43c6ef6adbc03,1079.33,1,2017-09-15 06:32:42,348,1079.33
00573ea7a2ac9dff51ac3d177cd6eaea,646.17,1,2018-02-03 22:50:59,206,646.17
0057f8b7c332d630b992d6a8ca79748c,2102.73,1,2018-02-15 14:23:43,195,2102.73
0058153a752ee674162564afb1191d25,1596.13,1,2018-08-17 13:13:21,12,1596.13
00581d55862aecc8cbc7d701a27bc285,4888.18,1,2018-03-29 09:09:36,153,4888.18
0058ebe2dc136d918dd001968cfa5903,4590.0,1,2017-02-09 16:19:02,565,4590.0
005b65c9a6485aa1b7ac382dd87b018f,678.13,1,2017-05-12 10:43:42,474,678.13
005c36bfaa8710aaf61e4b1712ccd658,4818.14,1,2018-03-13 14:49:08,169,4818.14
005c611fb96be942e75d22129c370268,927.3499999999999,1,2017-02-13 19:20:21,561,927.3499999999999
005e2fff255d3d69e6cfc8c4928d33a9,2208.1299999999997,1,2018-01-05 07:15:25,236,2208.1299999999997
00618f4116647066768ca73893989605,2198.44,1,2018-01-31 11:45:09,210,2198.44
0061937e85c708a41f5d5b24405d0f50,3298.68,1,2018-06-25 11:57:12,65,3298.68
00620f738107803e6c0f6818a7a3b7e3,2409.58,1,2018-06-01 21:36:14,88,2409.58
00624707c8556199de70cac1593e7088,2538.27,1,2018-06-21 08:46:52,69,2538.27
0062859a8f89e25c6b0e8dc905ccc59d,5413.48,1,2018-03-24 07:55:20,158,5413.48
0063913c2f1878cc471de963dc0571c4,4327.860000000001,1,2018-08-10 13:04:01,19,4327.860000000001
0063bdf3bf91260f76973a4af6f9199e,1652.91,1,2018-06-05 19:44:14,84,1652.91
006431d77c665533ac99b501d8a6ab06,4021.52,1,2018-04-15 13:45:55,136,4021.52
006496598c918064dc19eef95e5e47f8,1303.0500000000002,1,2018-02-22 14:32:12,188,1303.0500000000002
00652f7a6e012d58f58fefd69d1a1ea4,1475.6,1,2018-04-14 07:49:27,137,1475.6
0065c96aca557c0919dd5cdee546f8b1,2108.34,1,2018-05-31 10:28:18,90,2108.34
00660e817a39486a37c26b071d0741f8,2745.16,1,2018-03-31 12:44:54,151,2745.16
0066d0530824a5e8044c71af62dea8d5,579.5300000000001,1,2017-11-22 09:51:35,280,579.5300000000001
00674fe0f6a6f190bd022dbca99795dc,1552.9499999999998,1,2018-05-06 21:29:07,114,1552.9499999999998
006866a6f9ef10d3a85292859c4deae1,697.17,1,2018-07-30 11:18:17,30,697.17
0068a2209e2c7631566539fef4331bf8,579.5300000000001,1,2017-05-19 09:39:23,467,579.5300000000001
0068b31b2dd799c334e7b6283333f84a,3176.45,1,2017-12-22 18:18:06,249,3176.45
00694a1bf2da47e37b2bd3193eeae839,608.09,1,2017-11-24 09:58:46,278,608.09
0069f43bfc018147f03b7a0f64fa00bd,1286.5600000000002,1,2018-07-19 15:51:58,40,1286.5600000000002
006a5d6b5f648f3811fd4fa94d93a67c,1307.98,1,2017-05-30 10:59:46,456,1307.98
006b5498d9494c061f8c2f80a6c2f343,2180.59,1,2018-06-10 14:25:35,80,2180.59
006ba1709128094a7047a4fa349f9bc8,2250.6299999999997,1,2017-11-13 15:09:43,288,2250.6299999999997
006d7cf1f4f5fb1c805d2d7cacc8049d,4829.53,1,2018-06-19 08:26:08,71,4829.53
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,1195.9499999999998,1,2017-06-10 22:12:09,444,1195.9499999999998
006e35001c6c8c65ad4b20a8925d2b9f,1447.38,1,2017-05-23 10:33:48,463,1447.38
006f0d8cda092921f2cd9159db212237,1219.24,1,2017-11-11 09:19:15,291,1219.24
006fffc5b0accd275de3e3a4b6d0832d,1105.51,1,2018-03-14 13:28:44,168,1105.51
00701ade29704fc9aa33a8766b082cb6,1832.26,1,2017-08-26 15:28:47,367,1832.26
0070e3e36dad141bed98c6dd5b3d1216,2185.01,1,2018-06-18 09:58:08,72,2185.01
007182cdc3e8e2d3d4ce0b00b9004630,371.62,1,2018-07-07 16:33:10,52,371.62
0072357d0a3394d268c6abb9e30aaafe,1530.85,1,2018-01-02 14:53:36,239,1530.85
0075589b789b6bce7b058adab7e9a6f5,1115.1999999999998,1,2017-10-03 22:45:24,329,1115.1999999999998
007612fef51262f4762d32add5d128cc,1748.79,1,2017-12-30 22:51:13,241,1748.79
00765aebd8e20a9a8aa8c28d0099a938,472.09,1,2017-07-19 19:37:19,405,472.09
007732425b3cfb147a3ca928ce907cc1,3330.64,1,2017-09-12 16:15:06,350,3330.64
00785e4d6fd1ab53e7de20c730c070f1,2192.49,1,2018-06-10 23:18:48,79,2192.49
0078867a1043bd408c6134cf5ca1bbf5,1610.58,1,2018-06-20 14:17:15,70,1610.58
00788705370da606e9f8390258b9e977,749.5300000000001,1,2018-01-06 10:38:43,235,749.5300000000001
0078c6b33ae4a3f03de57a8ad36648e1,1284.01,1,2017-04-17 14:31:01,499,1284.01
00791d8bb3acb245dc0b865656e18fff,2182.8,1,2018-08-21 12:20:32,8,2182.8
0079368290cd7f161d62e7df9377d8ce,976.14,1,2017-03-13 14:39:34,534,976.14
00796be07bfc87dad2e31ef15490a718,2316.76,1,2017-11-09 14:07:54,293,2316.76
007a444502902587d7aa72af38cbd1de,1422.9,1,2018-05-08 21:41:17,112,1422.9
007a6cde976f335c04a22d7043dd23f0,1694.9,1,2017-10-17 08:55:03,316,1694.9
007b18ac9b8a627f259ea78aed981315,733.21,1,2018-03-16 23:03:38,165,733.21
007b7f04a35e02745c23ea706492ca20,1310.02,1,2017-01-21 18:37:21,584,1310.02
007c76c2ab6101f00798548775dfdbaf,4781.42,1,2018-01-06 11:59:07,235,4781.42
007d1c8a4fe2a7d4233d5ad3ea74a29b,655.52,1,2018-01-10 21:48:42,230,655.52
007da0ded5420c2ac9cdcdc758841cde,5070.759999999999,1,2018-03-21 10:47:48,161,5070.759999999999
007dca6150a323ecb560d11f2a3615a2,1105.0,1,2018-03-03 15:50:28,178,1105.0
007dd470bdcf9dc8ffcd44beb79dc18c,3056.26,1,2018-02-18 23:39:30,191,3056.26
007ff1d42a6a44f0e16e18d2d7d5f72e,1680.11,1,2017-03-30 18:55:59,516,1680.11
0080e98d82eceee143dc006defe00687,1235.22,1,2017-10-26 18:29:04,306,1235.22
00838729460c2110a0bd330a4bb9b332,937.21,1,2018-03-24 07:54:34,158,937.21
008598a4ca17eba904c5fed695cb13be,1705.78,1,2017-07-31 11:23:21,394,1705.78
008657b86f500495539ffa6d275351b7,1293.36,1,2017-10-08 20:43:44,324,1293.36
0086b541a59fa554e7953e2d3c285285,887.06,1,2018-07-26 16:26:56,33,887.06
0088393a302a84e57cc69c9d365f5efa,1122.17,1,2017-07-14 12:40:11,411,1122.17
0088395699ea0fcd459bfbef084997db,483.14000000000004,1,2017-04-02 16:33:30,513,483.14000000000004
008871f261eb4390ca7a1ded607ea417,2181.27,1,2017-05-13 16:43:19,472,2181.27
008943f202ed451804dfc1c23248eeb0,1985.43,1,2018-07-28 21:54:44,31,1985.43
0089c34393989276de67746531e0df21,464.60999999999996,1,2017-10-17 22:31:03,315,464.60999999999996
008d16b47540f172f75b765d5ea1eed0,2564.79,1,2018-02-05 14:13:56,205,2564.79
008d7d751e72ae684c0d31bc988b36fb,2682.09,1,2018-03-29 16:22:18,152,2682.09
008def95c3ec7f58d2cc8f2b1d2c3feb,869.38,1,2017-08-21 21:09:21,372,869.38
008e75e0f20ba6d6cc41923596b83693,1401.3100000000002,1,2018-04-25 12:04:56,126,1401.3100000000002
009043346db59e970bcad7e5a6e590ca,1833.79,1,2017-09-15 09:24:57,348,1833.79
0090571a7077aaa71825c98f660695df,3226.77,1,2017-03-12 11:27:09,535,3226.77
00914220fb44a373f667e19ed450e8df,1626.0500000000002,1,2018-08-03 00:26:04,26,1626.0500000000002
0092770b2a1471643d88b60d6b804464,3377.39,1,2017-12-21 15:25:26,250,3377.39
00931b6a1ae01ead1f98d4e1d1547106,1757.12,1,2017-12-09 15:57:50,262,1757.12
00931eabd5b24b4a2d97ec779d739631,1106.53,1,2017-05-24 03:14:20,462,1106.53
0093eadfb5536c158311672bdf418044,2344.81,1,2018-06-26 21:23:04,63,2344.81
00949af96107ff1f55bc0f09e913686d,3222.52,1,2018-03-31 11:35:12,151,3222.52
00951234ffc26898cb0f62b8c0e89f88,1106.53,1,2017-10-22 10:53:02,311,1106.53
0095298db7c70d082c2584d4eb496654,5086.4,1,2017-09-13 18:37:01,349,5086.4
00953228b409090c774d955f2ab881e5,2011.9499999999998,1,2018-08-23 13:46:00,6,2011.9499999999998
009556b29007b7233895402fac956591,2365.55,1,2018-07-21 19:36:39,38,2365.55
0095d34ddb16f0d0776fc9f2a341dfcd,4374.1,1,2018-01-13 09:28:26,228,4374.1
0097c5abeb126a90646370f4a1cf3d93,2527.56,1,2018-06-04 23:59:23,85,2527.56
0098400373e087d3c231fb5d37834fde,2029.63,1,2017-03-23 18:28:32,523,2029.63
0098c4d01b3588b0b61ac012e5e4b228,2859.3999999999996,1,2017-08-04 06:54:17,390,2859.3999999999996
00993c1bdbff4f24ca6b8124b4cf5a1f,735.93,1,2018-07-23 22:05:53,36,735.93
0099a73bb9e6010fad1106f3dbadfc1d,2175.66,1,2017-04-17 11:34:34,499,2175.66
0099bfdae84652b1df38e27c0fc216e3,2818.6000000000004,1,2018-01-22 20:21:44,218,2818.6000000000004
009aac1d726cf431e9cff8be1f7d9ca5,2590.8,1,2018-05-01 13:32:25,120,2590.8
009bd844996868ab5166ade7dd9ab471,2304.86,1,2018-02-13 18:07:47,196,2304.86
009c825b4f96c0c03731ac38b6e1c6ea,2525.18,1,2018-05-28 08:31:13,93,2525.18
009c99241ad4ac86427982c474c18771,861.9000000000001,1,2017-05-03 10:06:00,483,861.9000000000001
009c9d2be03f80df9ef29fade7f998f3,4908.92,1,2018-04-14 17:17:10,136,4908.92
009e30667771830117017cf8581b98a5,1318.6899999999998,1,2017-09-11 21:44:38,351,1318.6899999999998
00a02bdfd1741b999de5e2ccfdb8cfc8,827.56,1,2018-02-12 17:24:28,197,827.56
00a16acd591b4bb112f2e94c7d2f9936,803.93,1,2018-06-12 11:48:25,78,803.93
00a1edfeac0ce7adf9357b89c9659eb2,1917.9399999999998,1,2017-10-25 16:47:49,307,1917.9399999999998
00a2277d94755da60c916bab098b9b49,615.74,1,2018-03-17 11:17:20,165,615.74
00a39528c677a55852f57235f988b837,3906.43,1,2018-03-23 17:52:14,158,3906.43
00a49178247b91322bdca02625e81f7a,1713.09,1,2017-07-02 09:51:03,423,1713.09
00a572d0c25a9ea5e283ea2da267ba8d,2799.8999999999996,1,2018-04-02 22:05:00,148,2799.8999999999996
00a5ee1a809dde5ccdb5b8c58531c343,1265.3100000000002,1,2018-01-28 19:17:00,212,1265.3100000000002
00a6e2753fc2652cb87386ffbf5792b2,3266.3799999999997,1,2017-02-20 21:31:59,554,3266.3799999999997
00a7f6b5d305216d76ab1accbfe123b9,422.28,1,2018-03-20 18:39:00,161,422.28
00a7f9b60493b4b11601b42e5f31eac9,991.95,1,2018-06-03 17:23:48,86,991.95
00a860aeb15fb205efdb0c689d8f9c6a,1246.78,1,2017-09-05 22:26:58,357,1246.78
00aa3aa0438ac8a9e8a9378171ccd055,583.95,1,2018-08-13 14:59:15,16,583.95
00ab90b4fd9fa3d490ab687f992763d6,1067.26,1,2017-11-19 01:27:07,283,1067.26
00abf30c1a93c7c8b509cb80a22e4dd8,3202.6299999999997,1,2018-07-17 12:46:20,43,3202.6299999999997
00acc750f0c2bda99b95c4043ff1e662,1698.3000000000002,1,2018-05-07 17:32:05,113,1698.3000000000002
00aee581138f207eb71f58811aae25d1,1743.01,1,2018-04-15 20:27:53,135,1743.01
00af1761df71da362764c51bb96f5118,2339.2,1,2017-11-28 18:00:54,273,2339.2
00af928c0a307dfdb37122943a1e6902,4840.41,1,2018-06-13 11:44:34,77,4840.41
00b14856ef33f09ac83df50620ce60b1,1855.21,1,2017-09-20 01:01:00,343,1855.21
00b196cc59531c4dbba23e94fff01d6c,1949.0500000000002,1,2017-10-27 19:15:26,305,1949.0500000000002
00b2b9682f5c2a1f7cf1312ce6a0ea9d,2437.97,1,2018-08-02 22:09:44,26,2437.97
00b2fdba41164ba7de5052652fb86231,1276.87,1,2018-07-22 16:13:00,37,1276.87
00b4a445a17922526d9b64e567ac2865,2443.07,1,2017-07-09 17:14:36,415,2443.07
